clean_description,skills,dictionary_skills,regex_Phrase_skills,tfidf_keywords,ner_skills,ml_category
job description send me jobs like this skills required graduate with 3 years of experience handling end to end recruitment process coordinating with panels should be able handle multiple requisitions with digital recruitment channel exposure maintain high quality maximum traction for hiring should possess persuasive skills excellent communication skills salary not disclosed by recruiter industry recruitment staffing functional area hr recruitment administration ir role category hr recruitment ir role recruitment executive keyskills hiring recruiter analytics recruiter recruitment recruitment process desired candidate profile education ug any graduate any specialization pg any postgraduate company profile confidential confidential download ppt photo 1 view contact details,HR,['Communication'],['Communication'],"['recruitment', 'ir', 'confidential', 'hiring', 'end', 'hr', 'skills', 'process', 'channel', 'possess']",['communication'],SKILL
job description send me jobs like this role summary purpose this position is for a software quality test engineer for the hcit aps performance and scalability team the individual will be responsible to serve as a performance expert by working closely with various engineering cross functional teams to execute on overall performance strategy plan in order to build reliable scalable products leveraging expertise in product technology infrastructure and customer understanding essential responsibilities essential responsibilities able to design and run scripts independently load stress endurance as a performance tester you will share knowledge improve processes and develop systematic solutions to problem patterns able to analyze the report and suggest probable bottle necks in service layer db layer and client layer should be able to design and drive component level performance testing within a given enterprise architecture understand holistic solution and its architectural components technologies owns performance runs and monitor metrics during performance runs works closely with scrum teams systems engineers cross functional teams and recommend inputs on design for performance scalability responsible for performance testing infrastructure and design factoring in cost effectiveness and customer environments run performance benchmarks analyze and improve performance regressions understands product interfaces protocols interoperability and product platforms responsible in improving the reusability of all artifacts in performance testing gains understanding of program and programming language s used for development of product works closely with development scrum teams to understand product design for performance testing assessment aware of and comply with the gehc quality manual quality management system quality management policy quality goals and applicable laws and regulations as they apply to this job type position complete all planned quality compliance training within the defined deadlines identify and report any quality or compliance concerns and take immediate corrective action as required support compliance closure of regulatory and quality requirements before completing design outputs program deliverables participate in continuous improvement activities by identifying and appropriately escalating process and product quality gaps providing solutions when possible salary not disclosed by recruiter industry medical healthcare hospitals functional area it software qa testing role category programming design role testing engineer keyskills performance testing test engineering infrastructure design quality testing continuous improvement improvement activities product design product quality loadrunner uft qtp test design desired candidate profile qualifications requirements basic qualifications be me mtech mca from premier institute 4 years experience in it industry experience working in windows aix hp ux citrix environments experience working in multiple development environments with a variety of operating systems tech stacks and has acquired strong knowledge of application architectures and databases experience with performance testing on j2ee and net based technologies expertise on scripting scenario creation test design and execution using any performance testing tool preferably using load runner expertise in profiling the application using tools like jprofiler expertise with system level debugging cpu memory disk network knowledge of java performance concepts like garbage collection class loading multithreading synchronization concurrent collections etc knowledge of database concepts and exposure to database analysis using awr addm reports oracle snapshots db2 ability to identify database performance bottlenecks such as bad queries full table scans hard parses non optimized database layout or system configuration expertise in conducting different kinds of performance testing load test stress test realiability test knowledgeable in web 2 0 technologies ajax html5 websockets tcp ip dhcp ssl http https xml hl7 oracle rdbms microsoft sql server clearquest hp testing tools loadrunner uft qtp vmware simulation stub programs or equivalent strong knowledge on hp testing tools for performance testing hp loadrunner client server protocols web rte citrix java and net protocols hp quick test pro selenium experience with instrumentation analysis tools to identify system performance and scalability bottlenecks experience with java net code profiling and diagnostic tools like dynatrace ca introscope jprofiler etc excellent analytical interpersonal and communication skills a big part of this job is communicating effectively with other development cross functional teams in a global environment experience on the development performance testing process in agile environmentdesired characteristics experience with design for performance on j2ee and net based technologies experience in a regulated environment e g fda experience with healthcare products medical device products green belt or black belt certification or familiarity with six sigma quality principles education ug b tech b e any specialization pg m tech any specialization mca computers doctorate doctorate not required company profile ge iipl training division ge healthcare ge iipl training division ge healthcare download ppt photo 1 view contact details,IT Software - QA & Testing,"['Java', 'SQL', 'Oracle', 'Communication']","['Java', 'SQL', 'Oracle', 'Communication']","['performance', 'testing', 'quality', 'test', 'design', 'product', 'teams', 'net', 'expertise', 'healthcare']","['communication', 'oracle', 'java', 'sql']",SKILL
job description send me jobs like this dear candidates greetings from medi assist india tpa pvt ltd we have a premium requirement for the position of medical officer in our company for chennai location designation medical officer qualification any graduate fresher in medical industry mbbs bds rmp bams bhms ayurveda physician unani bsc nursing b pharm looking out for immediate joiners salary as per industry standards roles responsibilities need to visit 2or 3 hospitals as a medical officer in a day to solve client patient queries related to services offered medical claims at hospital examine the patient lab reports consulting doctors for better services to our client at hospital instruct the nursing staff about the necessary orders to be carried out and interacting directly with the docters of our network hospitals contact pradeep mobile no salary inr 1 50 000 2 50 000 p a industry insurance functional area medical healthcare r d pharmaceuticals biotechnology role category medical professional role medical officer keyskills mbbs medical officer bds doctor dentist rmp bds rmp physician general physician ayurveda unani bams b a m s ayurvedic doctor herbal doctor ayurvedic physician ayurvedic medical officer bms nursing medicine desired candidate profile education ug bds dentistry bvsc veterinary science mbbs medicine pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile medi assist india pvt ltd no 1 tpa third party administrator corporate in india download ppt photo 1 view contact details,Medical,['R'],['R'],"['medical', 'officer', 'hospitals', 'assist', 'india', 'biotechnology', 'solve', 'party', 'client', 'better']",['r'],SKILL
job description send me jobs like this b a m a b ed for nursery class fluency in english is preferable salary not disclosed by recruiter industry education teaching training functional area teaching education training counselling role category teachers role teacher private tutor desired candidate profile education ug b ed pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile cgr international school cgr international school download ppt photo 1 view contact details,Teaching,['English'],['English'],"['school', 'teaching', 'international', 'training', 'counselling', 'class', 'doctorate', 'english', 'private', 'education']",['english'],SKILL
job description send me jobs like this achieve sales targets in assigned territory by way or developing new existing channels dealers architects builders construction contractors key accounts individual customers be responsible for collections mis other operations salary inr 2 50 000 6 00 000 p a industry ceramics sanitary ware functional area sales retail business development role category retail sales role sales business development manager keyskills channel development dealer management project selling institutional selling desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate doctorate not required male female candidates with excellent communications proven track of exceeding sales in given territory most preferably from ceramics tiles sanitaryware or construction material selling industries only need apply mail cv then call company profile r a k ceramics india pvt ltd mail cv on call rak ceramics uae is presently engaged in the production of about 360 000 sq mt per day of ceramic vitrified tiles and about 12 000 pieces of sanitaryware per day and exports products to 150 countries download ppt photo 1 view contact details,Sales,"['R', 'Operations', 'Computer Vision']","['R', 'Operations', 'Computer Vision']","['sales', 'selling', 'cv', 'mail', 'construction', 'day', 'retail', 'development', 'material', 'mis']","['operations', 'r']",SKILL
job description send me jobs like this expertise on tibco business works 5 x and tibco ems strong web services jms skills hands on experience on tibco administrator app manage scripting deployment tibco adapters file adb etc should possess strong java j2ee skills in depth knowledge of tibco business events strong understanding of the sdlc from idea inception through scoping requirements gathering architecting design qa deployment maintenance support and change management salary not disclosed by recruiter industry telecom isp functional area it software application programming maintenance role category programming design role software developer keyskills tibco iprocess developers desired candidate profile education ug any graduate pg any postgraduate doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile diksha technologies diksha was envisioned in the early 2000 by the country s leading telecom professionals who realised the need of providing a focussed and closed niche billing solution we envisioned a solution that cuts across domains and geographies seamlessly bearing this aim and direction in mind we have achieved exceptional technological brilliance to support major clients worldwide download ppt photo 1 view contact details,IT Software - Application Programming,['Java'],['Java'],"['deployment', 'telecom', 'strong', 'solution', 'events', 'support', 'billing', 'direction', 'domains', 'app']",['java'],SKILL
job description send me jobs like this as a member of the support organization your focus is to deliver post sales support and solutions to the oracle customer base while serving as an advocate for customer needs this involves resolving post sales non technical customer inquiries via phone and electronic means as well as technical questions regarding the use of and troubleshooting for our electronic support services a primary point of contact for customers you are responsible for facilitating customer relationships with support and providing advice and assistance to internal oracle employees on diverse customer situations and escalated issues as a sr support engineer you will be the technical interface to customers original equipment manufacturers oems and value added resellers vars for resolution of problems related to the installation recommended maintenance and use of oracle products have an understanding of all oracle products in their competencies and in depth knowledge of several products and or platforms also you should be highly experienced in multiple platforms and be able to complete assigned duties with minimal direction from management in this position you will routinely act independently while researching and developing solutions to customer issues job duties are varied and complex utilizing independent judgment may have project lead role 4 years experience with core products or five years experience with applications products and have a technical degree i e bs computer science management information systems science engineering math physics chemistry with a 3 0 gpa or for applications proven professional technical experience i e demonstrating an understanding of applications at a functional and technical level preferably oracle salary not disclosed by recruiter industry it software software services functional area it software erp crm role category programming design role system analyst desired candidate profile education ug b tech b e pg m tech doctorate any doctorate any specialization doctorate not required the main role of a support engineer is to troubleshoot and resolve highly complex techno functional problems the key skills put to use on a daily basis are high level of techno functional skills oracle products knowledge problem solving skills and customer interaction service expertise this work includes work directly with customers for advising on complex use of oracle products resolving highly complex and mission critical issues manage highly complex and critical customer issues serve as situation manager on highly sensitive issues consult with management in directing resolution of critical customer situations knowledge gain and sharing achieve knowledge transfer with teammates through development and delivery of formal team training sessions formal mentoring for promoting the technical and professional development of others creation review of knowledge articles operations management analyze work load determine best practices and implement changes to improve productivity proactively contribute to improve the team efficiency by sharing knowledge providing feedback about best practices designing tools utilities etc participate and drive initiatives that improve overall product and documentation quality new products releases testing and support readiness beta programs customer service improvement note this role may need you to work on weekends and multiple shifts on rotation basis what are we looking for academics 1 btech or mtech in mechanical production industrial chemical electrical computers engineering 2 or mca or msc maths physics chemistry or chartered accountants with work experience in working with business applications 3 mba operations systems is a plus technical and professional skills we are looking for a techno functional person who has real time hands on functional product and or technical experience and or worked with l3 level support and or having equivalent knowledge oracle financials knowledge is not mandatory but will be an advantage we expect you to have 1 strong financials business processes knowledge and concepts so when you interact with a customers consultants you are able to speak their business functional language and win their confidence quickly 2 ability to relate the product functionality to business processes and thus offer implementation advices to customers on how to meet their various business scenarios using oracle financials 3 strong problem solving skills so you can quickly narrow down to the root cause of the issue reported 4 strong customer interactions and service orientation so you can understand customers critical situations and accordingly provide the response and mobilize the organizational resources while setting realistic expectations to customers 5 strong operations management and innovation orientation so you can continually improve the processes methods tools and utilities 6 strong team player so you leverage each others strengths you will be engaged in collaboration with peers within across the teams every hour 7 strong learning orientation so you keep abreast of the emerging business models processes applications product solutions product features technology features and use this learning to deliver value to customers on a daily basis 8 high flexibility so you remain agile in a fast changing business and organizational environment personal attributes 1 self driven and result oriented 2 strong problem solving analytical skills 3 strong customer support and relation skills 4 effective communication verbal and written 5 focus on relationships internal and external 6 strong willingness to learn new things and share them with others 7 influencing negotiating 8 team player 9 customer focused 10 confident and decisive 11 values expertise maintaining professional expertise in own discipline 12 enthusiasm 13 flexibility 14 organizational skills 15 values and enjoys coaching knowledge transfer ability 16 values and enjoys writing technical bulletins 17 values and enjoys teaching technical courses company profile oracle india pvt ltd oracle india pvt ltd download ppt photo 1 view contact details,IT Software - ERP,"['Oracle', 'Customer Service', 'Customer Support', 'Operations', 'Communication']","['Oracle', 'Customer Service', 'Customer Support', 'Operations', 'Communication']","['oracle', 'customer', 'technical', 'customers', 'support', 'products', 'strong', 'knowledge', 'use', 'highly']","['operations', 'oracle', 'customer service', 'communication', 'customer support']",SKILL
job description send me jobs like this qualifications postgraduate pediatric qualification md dnb pediatrics with adequate training and expertise in concerned specialty for at least 3 years foreign training in any advanced country is preferred great opportunities for professional and financial growth salary not disclosed by recruiter industry medical healthcare hospitals functional area medical healthcare r d pharmaceuticals biotechnology role category medical professional role pediatrician desired candidate profile education ug mbbs pg m s m d doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile lotus children s hospital lotus children s hospital download ppt photo 1 view contact details,Medical,['R'],['R'],"['medical', 'healthcare', 'professional', 'training', 'biotechnology', 'country', 'hospitals', 'great', 'advanced', 'growth']",['r'],SKILL
job description send me jobs like this be part of the growth journey of the division job profile handling monitoring and coordinating the end to end recruitment process cycle partner with hiring managers to determine hiring needs and develop implement creative and effective strategies to fulfill these needs sourcing source candidates through various mechanisms internet job sites referrals research relationships associates head hunting etc preparing job descriptions and posting them on job portals and sharing with the vendors maintaining relationships and agreements with recruitment agencies and various sources for high quality candidates screening and interview process applicant screening preliminary interviews soft skill interviews technical tests co ordination of subsequent interviews co ordinate between hiring manager candidate from interview scheduling until the candidate joins the organization proactively communicate status to candidates and hiring manager partner on candidate selection offer closing candidates taking care of background verifications of the selected candidates tracker maintenance reports maintaining tracking sheets of all the prospective candidates developing maintaining mis reports and preparing daily weekly reports preparing and distributing required reports and communications to hiring managers and designated members of management pre board and post board process talking to the shortlisted candidates and negotiate the remuneration package coordinating with the management team and getting approval for candidate mailing across the offer letter to the candidate and tracking the pre board process smooth transition post hire compensation commensurate with experience and capability opening jp nagar office bangalore salary best in industry industry strategy management consulting firms functional area hr recruitment administration ir role category hr recruitment ir role recruitment executive keyskills hr and recruitment and ir end to end recruitement pre employment screening background screening salary negotiation background verification induction employee resource planning head hunting sourcing recruitment talent acquistion desired candidate profile key skills any graduate with mba in hr with 2 3 years experience in recruitment industry good understanding of technical skills must have excellent interpersonal communication skills proficient in the use of job boards like monster shine naukri linkedin google etc to source candidates must have excellent sourcing skills strong knowledge and understanding of boolean search is required ability to adhere to timelines and guided deadlinescandidate must possess good listening skills confidence multi tasking ability time management skills ability to work with team energetic self driven and go getter attitude self motivated to achieve extra mile education pg mba pgdm hr industrial relations company profile feedback business consulting services pvt ltd feedback business consulting services pvt ltd our services include market research strategic advice stakeholder experience brand image measurement market segmentation price benchmarking opportunity assessment market feasibility etc in addition we have proprietary offerings available off the shelf our tag line promises being fog lights for your business why fog lights one may wonder fog lights are optional items that play a great role if the driver the client feels s he could do with more visibility given the misty to foggy conditions this is often the case for most businesses regarding achieving their destination fog lights help light up a path decisively feedback consulting has been a dependable fog light and guide when required a few specific reasons for considering feedback consulting unique there is no comparable firm in india with our track record of over 3 000 research and consulting engagements across sectors for over 600 clients many of whom are leaders in their domain tangible results we have been associated with projects that have resulted in over us 6 billion investments in india expertise and wisdom we have been around since 1985 over 500 person years experience the core team has been together for over a decade helping us leverage our body of knowledge talent pool over 180 resources across 4 offices in india act as an extension arm for your firm overseas representations in us and germany comprehensive service portfolio encompasses market research business advisory and execution assistance customization services tailored for you based on your unique needs improved customer experience our measurement and improvement services for customer satisfaction is used by best in class global firms to bench mark and improve their practices cross pollination our experience across 36 diverse sectors is extremely useful in helping connect the dots provide out of box insights and strategic road maps future feedback framework trend spotting by envisioning the market a decade from now for the area of interest and folding the future view in to meet with the current state of the market download ppt photo 1 view contact details,HR,"['Internet', 'Communication']","['Internet', 'Communication']","['feedback', 'recruitment', 'candidates', 'market', 'hiring', 'consulting', 'hr', 'interviews', 'preparing', 'pre']","['communication', 'internet']",SKILL
job description send me jobs like this job profile scanning the entire area for market potential market coverage supporting the team members in field everyday ensuring proper coverage of market have excellent l eadership managerial skills to make solid business decisions p rofessional positive have i ntegrity initiative focus to communicate present information effectively training tracking the team on daily basis achieving reporting the numbers on daily basis achieving the monthly targets motivating the team salary not disclosed by recruiter industry recruitment staffing functional area sales retail business development role category retail sales role sales business development manager keyskills tracking scanning targets market team leader managerial skills motivating basis focus initiative desired candidate profile education ug any graduate pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile hitech placements managed by a team of high caliber professionals with excellent track record who have forged long term relationship within both industry and professional download ppt photo 1 view contact details,Sales,[],[],"['market', 'basis', 'team', 'achieving', 'tracking', 'daily', 'targets', 'sales', 'focus', 'retail']",[],SKILL
job description send me jobs like this job description hi we have 5 more position open for mainframe developer with cmm level 5 company skill mainframe developer db2 years of exp 2 4 years work location chennai candidates current location anywhere in india desired candidate profile good communication skills minimum 2 years of experience as mainframe developer should have sound knowledge in mainframes cobol db2 vsam jcl cics must have worked from it industry let me know your interest with the following details total experience relevant experience contact number take home salary per month expected take home salary per month notice period note only immediate joiners and not working candidates are preferred interested candidates can share your resume with salary inr 3 50 000 6 00 000 p a industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills mainframe developer db2 cobol jcl vsam cics desired candidate profile education ug any graduate any specialization graduation not required pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile asap info systems pvt ltd top mnc asap quick facts o asap is one of the largest it staffing firm with 10 000 hires in last 15 years for top tier blue chip clients o offices in 4 cities in india and 1 in office usa o employee spread across 18 geographies in india o employees converted to direct hire 60 o current monthly hiring 75 it professionals o currently 500 service employees this is with regards to an excellent opportunity with us if you have that unique and unlimited passion to build world class enterprise software products that turn into actionable intelligence do you enjoy working on some of the toughest software problems while growing as a senior technology professional do you believe that software products must operate 24 7 without failure can you implement an engineering discipline that embodies failure is not an option approach then we have the right opportunity for you and your career this is an opportunity of permanent employment with asap info systems and the employee will be deployed at one of our client location download ppt photo 1 view contact details,IT Software - Application Programming,['Communication'],['Communication'],"['asap', 'developer', 'software', 'opportunity', 'info', 'month', 'home', 'employee', 'candidates', 'location']",['communication'],SKILL
job description send me jobs like this job description carrying out all electrical works related to the unit equipment etc panel board wiring erection and commissioning work service visits amc and warranty attending break down calls preparation of service plans proper maintenance of all equipment drawing out maintenance plans on daily weekly fortnightly monthly bi monthly quarterly half yearly and yearly basis salary not disclosed by recruiter industry recruitment staffing functional area production manufacturing maintenance role category production manufacturing maintenance role service maintenance engineer keyskills service erection and commissioning warranty electrical works calls amc wiring maintenance plans equipment preparation desired candidate profile education ug diploma pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile hitech placements hitech placements was founded in the year 1997 with the sole aim of matching top quality job seekers with leading employers since then it has created a dominant brand within its target market place hitech has grown fastest as reliable quality service provider having its main focus to offer high quality expertise to both clients candidates our recruitment team understands the competitive needs of mncs dynamic organizations and provides candidates with high quality resources our candidates are thoroughly interviewed before they are sent to the respective organizations for recruitment purposes hence we fulfill a dynamic medium s role at minimal costs download ppt photo 1 view contact details,Production,[],[],"['hitech', 'equipment', 'service', 'maintenance', 'plans', 'quality', 'placements', 'electrical', 'preparation', 'calls']",[],BI_TOOL
job description send me jobs like this experience with redhat based linux distributions such as rhel centos or fedora ability to lift and install server storage and network hardware working knowledge of at least one rdbms eg oracle mysql postgres etc salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category admin maintenance security datawarehousing role it networking manager desired candidate profile education ug any graduate any specialization graduation not required pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile pentagon global solutions limited pentagon global solutions limited is a major technology engineering construction manufacturing and financial services conglomerate with global operations download ppt photo 1 view contact details,IT Software - Application Programming,"['MySQL', 'Oracle', 'Operations']","['MySQL', 'Oracle', 'Operations']","['global', 'limited', 'software', 'storage', 'mysql', 'solutions', 'construction', 'graduation', 'major', 'datawarehousing']","['operations', 'oracle', 'mysql']",SKILL
job description send me jobs like this strong client acquisition business development strong equity advice to clients on pl recommendations up sell and cross sell products to clients strong maintain strong customer relationships strong tapping new business avenues and ongoing client servicing p should be graduate preferred post graduation span p p salary not disclosed by recruiter industry banking financial services broking functional area sales retail business development role category retail sales role sales business development manager keyskills business development customer client servicing client acquisition new business cross sell relationship manager be tapping clients desired candidate profile education ug any graduate pg mba pgdm any postgraduate doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile prabhudas lilladher pvt ltd prabhudas lilladher pvt ltd download ppt photo 1 view contact details,Sales,[],[],"['strong', 'business', 'servicing', 'client', 'acquisition', 'cross', 'sales', 'clients', 'development', 'retail']",[],SKILL
job description send me jobs like this core java web services 4 hands on experience vxml programming and troubleshooting 3 intermediate ivr callflow design using avaya orchestration designer aod or dialog designer 5 1 4 hands on experience sgrs grammar creation 3 intermediate nuance dialog module 2 beginner aes programming management configuration and troubleshooting 2 beginner nice to have skills maximum of 3 rdbms ms sql server 2005 2008 3 intermediate computer telephony integration routing and troubleshooting 2 beginner years of experience 4 years education requirements sector public industry healthcare work location type work location country territory india work location state province work location city hyderabad work location street address orion b6 work location comments work remotely pay travel and lodging salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile unitforce technologies pvt ltd download ppt photo 1 view contact details,IT Software - Application Programming,"['Java', 'SQL']","['Java', 'SQL']","['location', 'work', 'troubleshooting', 'designer', 'programming', 'hands', 'software', 'country', 'state', 'type']","['java', 'sql']",DATABASE
job description send me jobs like this key accounts management of corporate clients and liasioning with brokers insurance companies for pitching new business retaining existing business post graduate graduate with relevant experience in business development client servicing in health insurance sector salary not disclosed by recruiter industry insurance functional area sales retail business development role category corporate sales role sales business development manager keyskills business development health insurance new business accounts management key accounts management assistant manager client servicing insurance companies sr clients desired candidate profile education ug any graduate pg mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile raksha tpa pvt ltd raksha tpa pvt ltd is one of the premier and most comprehensive health service facilitator with its vast experience as a health service provider raksha tpa has emerged as one of the leading third party administrators in providing unique and innovative services through web based technology linking the insurer insured and provider has merit of being the iso 9001 2008 certified company provided by tuv of germany download ppt photo 1 view contact details,Sales,[],[],"['insurance', 'health', 'business', 'accounts', 'servicing', 'sales', 'development', 'provider', 'corporate', 'companies']",[],SKILL
job description send me jobs like this greetings from expertease if you are looking to work in startup and truly love working in a fast paced start up and creative environment dabble into new web open source technologies consider yourself an enthusiastic pro active dependable and collaborative team player with clear thinking and attention to detail innovative solutions to ambiguous problems then that s the kind of people we are looking for required skill sr full stack engineer required experience 4 10 years required location bangalore required notice period immediate or 20 days job description 4 6 years progressive experience in design and development of consumer internet product space strong technical background with good understanding of product development life cycle great understanding of object oriented design principles and design patterns highly passionate and motivated individual with the drive to work and excel in a startup environment location bangalore core skill java javascript jquery mongodb restful services spring apache tomcat spring mvc html5 css3 java j2ee angular js aws ec2 elb s3 dynamodb elasticsearch if you are suitable for the above requirement please forward your updated resume to email desk whatsapp salary inr 6 00 000 16 00 000 p a industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills java javascript jquery mongodb spring mvc j2ee apache tomcat design patterns open source web technologies full stack angular js full stack software developer software engineer software programmer programmer web developer desired candidate profile please refer to the job description above company profile expertease software india private limited customers are on both sides of the table most of the time companies focus on only one we realised the value of connecting both sides and our expertise now helps you to do it with ease in the ever changing dynamic and global software business companies need an expert to address their needs and resolve the issues many a times it s a frustrating gap that exists and even when it happens it would not have been easy to establish the right connect between the two download ppt photo 1 view contact details,IT Software - Application Programming,"['Java', 'JavaScript', 'Angular', 'MongoDB', 'Excel', 'AWS', 'Internet']","['Java', 'JavaScript', 'Angular', 'MongoDB', 'Excel', 'AWS', 'Internet']","['software', 'spring', 'js', 'java', 'mvc', 'design', 'patterns', 'web', 'jquery', 'source']","['java', 'angular', 'aws', 'mongodb', 'javascript', 'excel', 'internet']",SKILL
job description send me jobs like this we have job opening for vmware l2 experience 3 5 yrs location gurgaon notice period 15 days kindly fill the below details candidate name full name total exp rel exp educational details 10th 12th and diploma degree percentage 10th 12th and diploma degree year of pass current location home town preferred location current ctc expected ctc contact number alternative number skype id current role current employer contract means with pay roll notice period pan card no passport no validity date once get selected how soon you will join are you interested to work with maintec payroll awaiting for your reply salary not disclosed by recruiter industry it software software services functional area it software other role category admin maintenance security datawarehousing role system administrator keyskills vmware desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization please refer to the job description above company profile maintec technologies have a nice day about maintec since 1998 maintec technologies has been providing mainframe outsourcing data center management and it staffing in the usa and overseas maintec s headquarters and usa data center are located in raleigh north carolina and another data center is located in bangalore india s silicon valley maintec technologies provides onshore data center outsourcing mainframe colocation and data center management services for enterprises that rely on ibm mainframes system z linux for z and ibm power systems ibm i aix linux download ppt photo 1 view contact details,IT Software - Other,[],[],"['center', 'ibm', 'current', 'data', 'usa', 'outsourcing', 'number', 'ctc', 'location', 'diploma']",[],SKILL
job description send me jobs like this greetings from techminfy we are immediately hiring msbi developer with 4 8 yrs of experience for hyderabad location job description minimum of 4 years of development experience work in ssis strong collaboration skills with team members to solve a problem work with architect and stakeholders to implement efficient ssis sql based solutions work with other stakeholders to complete coding per given requirements and specifications assist in the analysis and documentation of procedures interfaces and outputs from the existing solution salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile minfy technologies private limited about us minfy technologies is it consulting software development company specializing in cloud enablement mobile consulting app development an award winning company with accreditation from pc world for technology adoption minfy is an aws consulting partner founded in 1999 providing software services to fortune 500 clients with start of art software development centre head quartered in hyderabad minfy technology competency includes microsoft sun oracle and emerging big data etc minfy has a dedicated team of 150 employees working on domains like technologies like banking insurance retail education airlines etc listed in bombay stock exchange iso certified process for more information about us download ppt photo 1 view contact details,IT Software - Application Programming,"['SQL', 'Oracle', 'AWS']","['SQL', 'Oracle', 'AWS']","['software', 'stakeholders', 'consulting', 'development', 'technologies', 'hyderabad', 'work', 'exchange', 'interfaces', 'technology']","['oracle', 'aws', 'sql']",CLOUD
job description send me jobs like this skills requirements experience working with c net and asp net mvc 4 strong fundamentals in relational databases ms sql server 2014 strong understanding of web technologies http soap rest xml json etc good understanding of xhtml html5 css jquery ajax javascript experience with code unit testing and mocking preferred experience open source experience github google code codeplex experience with consuming and building wcf based services experience with automation monitoring msbuild continuous integration and scripting technologies experience with big data technologies nosql databases and node js community participation and public speaking experience salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills automation monitoring open source html xml javascript google http ajax experience desired candidate profile education ug b tech b e pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile deltax deltax download ppt photo 1 view contact details,IT Software - Application Programming,"['C', 'JavaScript', 'HTML', 'CSS', 'SQL', 'GitHub']","['C', 'JavaScript', 'HTML', 'CSS', 'SQL', 'GitHub']","['experience', 'google', 'ajax', 'databases', 'xml', 'source', 'automation', 'open', 'net', 'monitoring']","['javascript', 'css', 'github', 'html', 'c', 'sql']",SKILL
job description send me jobs like this 1 job role chinese language expert analyst 2 years of experience 1 6 years 3 certifications needed b1 b2 level in french or graduation in chinese language 4 domain technical support 5 comfortable to work in 24x7 shifts 6 understanding of microsoft windows operating system os 7 candidate must be able to read write and speak chinese b1 b2 or graduate in chinese salary not disclosed by recruiter industry it software software services functional area ites bpo kpo lpo customer service operations role category voice role associate senior associate technical keyskills technical support chinese language expert voice support windows operating system desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate doctorate not required company profile condeco software ltd leading client of condeco software ltd download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Operations']","['Customer Service', 'BPO', 'KPO', 'Operations']","['language', 'windows', 'expert', 'operating', 'associate', 'support', 'voice', 'technical', 'software', 'os']","['operations', 'bpo', 'customer service', 'kpo']",SKILL
