jobid,jobtitle,normalized_skills
111016000270,Hiring for Risk Analyst / Client Servicing in Amazon. Call 9986200049,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
101016003618,Opening For Photographer Faculty - Pune,['English']
101016001422,Top MNC Hiring for Sales Leader,[]
220915001546,HR Consultant/hr Generalist,[]
80716900268,SOA Testing with Parasoft Tool Engineer,"['Java', 'Communication']"
101016000662,Godrej Interio :: Sr. Executive / AM - B2C Sales (bangalore),"['Operations', 'Communication', 'C', 'Express.js']"
111016000889,"Telecom , Call Center bpo , Customer Support Executive / Tech Support","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
101016002801,Branch Manager(male) for Karnataka,['Operations']
51016000533,Sales Manager- High Voltage Products,['Transformers']
21016001076,"Service Executive - Jobs, Bangalore / Bengaluru","['MS Office', 'English', 'Communication']"
101016000203,Recruitment,"['Excel', 'MS Office', 'BPO', 'Call Center', 'Communication']"
121016000407,Electrical Design Am and Above Level,[]
300916003999,Senior Software Engineer( Data Analytics),"['Python', 'Java', 'C', 'R', 'AWS', 'Azure']"
101016004427,DGM - Procurement | Confidential,[]
121016000871,Salesforce Lead/developer for Bangalore,[]
110815003875,"Medical Coding JOBS - North, EAST OR WEST Leads Straight TO THE South","['Customer Service', 'BPO', 'KPO', 'Operations']"
121016000581,Walkindrive 4 Amazon@rivera!seller&vendor Management!cal-7829336202,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
111016000320,Hiring for KYC Analyst in Top BPO Call Center Firms. Call 9986177339.,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
280916003710,Marketing Manager,[]
300816004214,Sales Executive (real Estate),[]
101016000468,Senior Systems Administrator at Bangalore,['SQL']
101016005245,Medical Marketing Executive,[]
101016005980,Senior Associate - Leading MNC Public Relation Firm,[]
21016001021,"Lead Client Servicing - Jobs, Bangalore / Bengaluru",['Communication']
111016000895,Sales Manager - Tied Agency Channel,"['Customer Service', 'Operations', 'Communication']"
121016001418,Pre Primary School Teacher,[]
101016004091,HR Recruitment,"['Excel', 'MS Office', 'Communication']"
111016000856,QA Engineer I,[]
71016902295,Senior Code Vulnerability Engineer,"['Python', 'Java', 'C', 'Cybersecurity', 'Penetration Testing', 'Communication', 'php']"
101016001532,Data Scientist/vba Programming/r Programming/fmcg-cpg/bangalore,"['R', 'Operations', 'Communication']"
101016900467,Learning Developer Courseware Tools - SABA LMS,[]
31016006389,Immediate job Opening for Field Engineer & Service Engineer,[]
160216002391,Immediate Requirement for JAVA Developers(perm Position),['Java']
101016900695,Senior Software Engineer,"['Java', 'Operations', 'Communication']"
111016002050,"Immediate Opening for EDI Testing,in Bangalore Location",[]
21016001056,"Sales Engineer - Jobs, Bangalore / Bengaluru",[]
31016000464,Senior Project Manager (non-technical),"['MS Office', 'Customer Service', 'BPO', 'KPO', 'Operations', 'English', 'Communication']"
101016000068,Civil Drafter - Freshers,[]
121016000430,Immediate Openings for bpo Voice Process..cnt.neha.7676606556,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication', 'Computer Vision']"
121016001172,"Full-time full Stack Developer (asp.net, C#, Webapi, Entity Framework)","['C', 'PostgreSQL', 'Angular']"
111016000937,"Tsr,technical Support,trouble Shooting,bpo Sal up to 5.5L Cal Alisha","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
101016900556,Engineer - Quality Control,[]
101016005435,Medical Nutritionist,"['R', 'React', 'Excel', 'Basic Computer Knowledge', 'Communication']"
220916001370,Executive - Guest Relations,"['Data Entry', 'Operations']"
121016001717,"M.com,mba,b.com,tax Analyst / Audit Assurance Mnc,7411909679686288924","['Operations', 'Data Analysis']"
111016000547,Digital Marketing Specialist/ Leading IT Company/ Bangalore,"['Excel', 'Communication']"
101016001451,Head - Program Management,[]
260716005483,ASIC Design Engineer - STA ( Senior & Lead ),[]
190816005587,AREA Sales Manager- Bangalore/delhi/kolkata,['Communication']
111016002304,Hiring for Non IT Recruiter,"['BPO', 'Call Center', 'Communication', 'Computer Vision']"
80316003899,Openings for Screening and Documents Collection,['Communication']
101016000644,"BPO Executive, Call Center Executive, Sal 25k+inc","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
190416900545,Recruitment Consultant - IT (bangalore),['Communication']
91016000855,Creative Director,['Internet']
230716003836,Contracts Manager-salarpuria Sattva,[]
140916003547,Operations Manager - US Chat Process / TOP BPO MNC / Gurgaon,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
111016001228,Sales - RM / BDM / Unit Head - All Over India,"['Customer Service', 'Computer Vision']"
101016003099,"Therapist - Unisex SPA - Near Basavangudi, Bangalore",[]
111016000431,"Job Opening for HCL Technologies C++,linux/unix Bangalore(15-10-2016)",['C']
121016001530,Opening for Test Architect,"['Java', 'Computer Vision']"
210916006081,Team Leader- Call Center,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
101016005576,Cabin Crew Walkin,[]
101016002750,Urgently Required V&A Trainers- Hyderabad(immediate Joining),"['Excel', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
111016002012,Seeking Assistant Manager - Finance Analytics & Reporting,"['SQL', 'KPO', 'Operations']"
200916001769,Communication Professionals - PR,"['English', 'Communication']"
111016001125,Hiring 4 Altisource /mortgage/banking Process !! CAL 7829336017,"['Excel', 'MS Word', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
210416900582,Front end Developer,"['Java', 'JavaScript', 'SQL', 'AWS', 'Git', 'Angular', 'HTML', 'CSS']"
101016002829,Urgent Hiring for IT Service desk Analyst 13th OCT |swati 9953750887,"['Excel', 'MS Office', 'MS Word', 'PowerPoint', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
101016900703,Manager Smart Controls,"['Operations', 'Communication', 'Express.js']"
71016004960,"Job : Java, J2ee, Spring and Webservices",['Java']
140716007804,Server Administrator,[]
200916004713,US Recruitment- Across Levels(3-9 Years),"['Communication', 'C']"
111016001702,Credit Rating Analyst,[]
101016005427,Java Developer,"['Java', 'JavaScript', 'SQL', 'Oracle']"
190815007106,Syndicate Finance,[]
111016001817,Java Cloud or PAAS ADF LEAD,"['Java', 'Oracle', 'C', 'Azure Data Factory']"
220916003955,Recruitment Consultant - 8296896854,[]
111016001391,Content/ Catalogue Management Immediate Openings Call 8553281886,"['BPO', 'Call Center', 'Communication']"
160915007191,Sr. Software Engineer,"['Java', 'Computer Vision']"
101016900580,GRC- Consultant,[]
121016001050,"Payroll Executive/ Senor Payroll Executive, 0-5yrs, 080-49546910",[]
121016001724,Technology Consultant,[]
90616000051,Key Account Manager - Corporates - Bangalore ( Leading Pvt. Bank ),"['Operations', 'English', 'Communication']"
60916900111,Recruitment / Sr Recruitment Profile,['Communication']
70916003471,Hardware and Networking Engineer,[]
111016000826,Technical Support Associate/i.t HELP DESK / UK Shift !! CAL 8884777967,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
101016005752,"Team Leader - PR, Client Servicing",['Communication']
200616008484,Headhunting Specialist for Bangalore Location,[]
111016000678,Process jobs in Leading Company for IT help Desk/technical Support,"['Internet', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']"
101016003125,Branch Manager for a NBFC Company,[]
180915006783,Lead Financial Analyst,['Excel']
101016006359,Complaint / Dispute Resolution Officer-contractual (PAN India),"['Customer Service', 'Operations']"
101016900464,Sr. Graphic Designer,"['Internet', 'Communication']"
101016005340,Manager / Sr Manager WFM (workkforce Planning) / Capacity Planning,"['Excel', 'Data Collection', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
101016001886,Am-f&a- Bangalore(3 to 7 Years),['Computer Vision']
101016000609,Customer Support or Technical Support,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
121016001743,Business Development Manager,[]
50916901024,Technical Recruiter,['Communication']
101016005139,Datastage Admin with Production Support,[]
101016004771,"IP MPLS Engineer(l2) with Cgnat, ASR 9K",['Communication']
121016000394,Microsoft Dynamics AX Technical Consultant,['Azure']
101016003050,Javascript Developer,"['Java', 'JavaScript', 'HTML', 'CSS', 'Angular', 'Node.js']"
121016000614,Hiring for Customer Service in Top BPO Call Center. Call 9986177339.,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
101016006063,Opening for HR Executive / Sr. HR Executive,[]
101016004051,Software Sales Executive (1-3 Years),['Communication']
111016000342,Talent Acquisition Analyst / Bangalore,['Communication']
111016000390,Paginator 3B2 -MPS Ltd (bangalore),"['Customer Service', 'BPO', 'KPO', 'Operations']"
121016001703,Material Engineer (road Project),['Computer Vision']
170316005924,Design Engineer- Solidworks,"['C', 'R', 'KPO']"
71016902341,Program Manager,[]
111016000385,Job Opening for HCL Technologies C Programmer Bangalore(16/10/2016),['C']
101016004986,Hiring For R2R[ Intercompany Reconciliation] (analyst) in TOP BPO,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
210916003569,"Communication Trainer - Mumbai (malad) , Bangalore","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
70516002071,Hiring for Medical Officer- Medi Assist TPA Pvt Ltd-bangalore,['R']
21016001048,"Engineer - Electronic Assembly - Jobs, Bangalore / Bengaluru",[]
270916004810,AGM Technology_start Up,['Internet']
80716900166,HR Coordinator (US Process),['Data Collection']
210916004982,SAP SD Consultant,"['C', 'Customer Service', 'Customer Support']"
111016001225,Sales Co-ordinator 2-3 Years for Sharjah - 8904440606/0505,[]
111016001722,Marketing Data Analytics Specialist,"['Data Collection', 'Communication']"
101016002622,Urgent Opening for Escalation Engineer (voice),"['Internet', 'Communication']"
111016001513,Techncial Trainer,"['MS Office', 'Communication']"
121016001233,HR Operation Analyst,"['SQL', 'Excel']"
50916901019,IM Business Analyst,"['Java', 'AWS', 'Communication']"
230516003197,Job Openings for L2/l3 Developer,['C']
70915005451,Immediate Openings for US IT Recruiter at Bangalore,['Communication']
20116002995,Medical Coding- Join Today For A Better Tomorrow- Whatsapp@ 9789004777,"['Customer Service', 'BPO', 'KPO', 'Operations']"
10715901582,IT Consultant/ Sr Consultant- IT Staffing,['Communication']
101016001335,Scheduledwalk-in Forv&v Engineerwith Do178b On16-oct16bangalore,['C']
41016003336,Urgent Opening_scrum Master_bangalore/hyderabad,"['C', 'JavaScript', 'Git', 'Jenkins', 'Angular', 'Node.js']"
30916000354,Senior Software Engineer,[]
61016003386,Finance Controller / Software Product Company #fc001,['Internet']
101016001202,Configuration& Release (3 Months Contract),"['Java', 'C', 'JavaScript', 'HTML', 'SQL', 'Communication']"
101016003342,Internal Auditor,[]
101016000292,Store Executive,[]
140716007694,Internet Marketing,['Internet']
121016000397,Hiring for CSR / CSE / CSO in Top International BPO. Call 9620147666.,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
200616001553,"Project Sales ( Bathware, Sanitaryware, Tapware)",[]
111016001945,Walk-in for GL Accounting (senior Associate) role in EXL,"['Excel', 'MS Office', 'BPO', 'Call Center', 'Operations']"
300616002196,Hiring for IT Recruiters,['Communication']
10816002012,R&D Engineer ( Java and Cloud ),"['Python', 'Java', 'R', 'SQL', 'Ansible']"
121016001668,"Hr-assistant-/hr Officer,msw-hr Leading Firm,080-49546910,7411909767",['Operations']
21016001044,"Manager - Accounts - Jobs, Bangalore / Bengaluru","['MS Office', 'Operations']"
20816001545,Bench Sales / Sales Recruitment- 2 to 6 Years- Bangalore(night Shift),['English']
71016004667,Insurance Agency Sales Manager | Insurance Sector | Inhand 30000,[]
101016002764,O2C Operations Manager for MNC BPO call 9066794652/9342431048,"['BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
101016000842,"Java, jsf",['Java']
101016003240,Chief Manager - Corporate Communication | Confidential,"['Internet', 'Communication']"
140916007424,Product Manager - Equity,[]
290916001667,Research Associate / Jr.research Associate _ CRO,"['R', 'Basic Computer Knowledge', 'Communication']"
101016900002,Sr. Testing Engineer (automation Testing),"['Java', 'SQL', 'Jenkins']"
101016006435,Business Analyst Healthcare Sr. | Lead (6-12 Years),"['Java', 'Internet', 'Operations']"
120716000160,Software Engineer Jobs for Freshers,[]
101016002248,IT Service Delivery Management Position - Harman,"['Customer Service', 'Customer Support', 'Operations', 'Communication']"
51016002156,Store Leader,[]
121016001283,"HR -process Associate/backend Global MNC, Conatct Hr-080-49546910",['Operations']
310816007469,Medical Monitor - Clinical Trials,['R']
80716900172,Fraud Management Consultant,"['Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
101016006460,Networectk Security Architect,"['BPO', 'Call Center', 'Operations', 'Communication']"
121016001174,Contract to Hire-mindtree-microstrategy,"['SQL', 'Computer Vision']"
290916004268,Data Scientist - Machine Learning,"['Python', 'C', 'R', 'Machine Learning']"
101016000054,Project Engineer,"['English', 'Hindi', 'Computer Vision']"
101016004516,Sales Executive,[]
31215003998,Senior Software Engineer,"['Java', 'Angular', 'Computer Vision', 'JavaScript']"
140716005357,"Bangalore : Collection Officer, Recovery Officer",['C']
101016003502,Marketing Manager,['Internet']
121016001552,Senior Sales Consultant-bangalore,[]
80716900943,Chief Financial Officer,"['Operations', 'Communication']"
111016000067,Graphic Designer - Work from Home - Night Shift,"['JavaScript', 'HTML', 'CSS', 'Typing', 'English']"
121016001686,Ruby on Rails Developer,"['HTML', 'CSS', 'SQL', 'Oracle', 'Angular']"
101016006332,"Hiring for Tc$,go$gle, Amâ‚¬x,jp$m$c sal 7 lac cal 08588833262","['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
280916901092,Devops Engineer,"['Python', 'Java', 'MySQL', 'Jenkins', 'Ansible', 'php']"
101016900798,Team Leader - Production,[]
120915002353,Mule/esb Developer,['Java']
50916004108,Architect & Interior Designer,['Communication']
101016005942,Academic Faculty,['Computer Vision']
121016000690,Mega Hiring for US Mortgage in Altisource / Ocwen. Call 9620147666.,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
101016004141,Assistant Manager/manager - Logistics,"['C', 'R', 'Operations', 'Tamil']"
250616004069,Hiring for IT Sourcer for Bangalore Location.,['Communication']
110816005778,Architect /draughtsman/interior Designer/trainee,[]
51016902486,Creative Director,"['JavaScript', 'Communication', 'HTML']"
101016006439,Investment Analyst | Construction Finance Industry,[]
80716900591,Openstack Development,"['Python', 'Git', 'Ansible']"
130716005040,Sr. Video Editor/ TL,"['MS Office', 'KPO', 'Communication']"
101016900799,Intern,"['Excel', 'PowerPoint']"
140916007495,Sr. Equity Advisor - Private Client Group,[]
101016001149,Biztalk,[]
121016000788,Urgent Requirement for SAP BPM,[]
101016900553,Executive - Sales,['Communication']
121016001659,Gynecology Registrar,"['C', 'R', 'Customer Service', 'Operations', 'Communication']"
101016006371,IT Security Expert- Contractual (PAN India),"['Network Security', 'Operations', 'Communication']"
100616006109,Immediate Job Opening for Non IT Recruiter,['Excel']
101016000256,Looking FOR Part-time JOB Seekers,[]
111016000686,UI Developer,"['JavaScript', 'HTML', 'CSS', 'Angular', 'Customer Service', 'BPO', 'KPO', 'Operations']"
101016900014,Scripting Engineer - White Box Testing,['Python']
101016001113,.net,[]
80716900592,Java Server,"['Java', 'SQL']"
101016900491,Linux Application Developer - Sql/xml/ooad,"['Java', 'C', 'SQL', 'MS Office', 'Communication']"
101016000687,SPOT Offers & Pilot Process! Sat-sun OFF! SAL 25k-50k+ Call ANSH,"['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
50916901002,Sourcing Specialist,['Communication']
70916008575,Client Coordinator for FADV,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Computer Vision']"
140216000492,Immediate Requirement Hiring Freshers,['Java']
180816005237,Area Sales Manager at Leading Smart Phone Company,"['Customer Service', 'Communication']"
101016006366,IT Risk Manager - Contractual (PAN India),[]
111016000137,Embedded Developer,"['C', 'Communication']"
60916001493,Urgent Required Branch Manager- Mysore / Bangalore / Mangalore,[]
111016000099,Huge Openings in E-com 4 Sales/marketing/b2b/bde/cal 8884777951,"['MS Office', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
121016001295,"HR -process Associate/backend Global MNC, Conatct Hr-080-49546910",['Operations']
101016003491,Walkin for Fresher Sales Managers,['C']
300916007636,"Fixed Shift BPO Pilot Process/ Sat-sun OFF! SAL 45k ,aryan 7738766644","['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
111016001903,Immediate Job Opening for Java Developer @ Bangalore,"['Java', 'JavaScript', 'MySQL', 'Oracle', 'BPO', 'Operations', 'Communication']"
290916008641,Financial Controller,"['C', 'Internet', 'Operations']"
120716000172,Government Jobs for Fresher Graduates,['Tamil']
101016005007,Service Desk Management (semi Voice Process),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
250116005251,Manager - Product Application Group,"['R', 'Operations']"
101016004358,Sr.it Recruiter,"['BPO', 'Operations', 'Communication']"
121016000942,"Pega CSA / CSSA Developer - Bangalore, Pune & Chennai",['Communication']
101016006175,lab Technician,['R']
121016001643,Walk in for Freshers from 22nd to 26th Oct for Front Office Executive,"['MS Office', 'Internet', 'Data Entry', 'Communication']"
101016003981,Urgent Opening For Angular JS In Pune/bangalore Location,"['Java', 'JavaScript', 'HTML', 'CSS', 'Angular', 'Oracle', 'Computer Vision']"
90916005763,Country Manager - Cameroon | Pharma Industry,['Communication']
60916900067,Non IT Recruiter,[]
171015900339,Project Manager,"['BPO', 'Call Center']"
101016001373,Hr-recruiter,"['MS Office', 'PowerPoint', 'English', 'Hindi', 'Communication']"
80716900590,UI Designer/developer,"['Python', 'Java', 'JavaScript', 'HTML', 'CSS', 'Angular']"
101016005203,Urgently Looking for Cluster Managers - Operations,"['Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
101016003771,Branch Manager - Sales/b2b,['Internet']
121016000261,"Tc$$, J*mc, AM*X Hiring! Sat-sun OFF! SAL 25k-50k.! Cal 09833377228","['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
121016001014,Sports Coach,['Communication']
101016004756,Internship Walkin-marks & Spencer-- Bangalore One MG Mall,[]
50916901046,"Recruiters ( IT & Telecom, Analytics Domain)",['Communication']
210916000907,Inside Sales Executive,"['MS Office', 'Communication']"
280716007182,Activation Manager | Pharmaceutical / FMCG Industry,['Communication']
101016900004,Sr. SQL Server Developer,"['SQL', 'Azure', 'Communication']"
121016000954,Linux Admin / Unix Admin / Linux Unix Administrator / Unix Linux Admin,"['C', 'MySQL', 'Oracle', 'Excel', 'MS Office', 'Operations']"
50916901038,Openstack Development Professional,"['Python', 'Git', 'Ansible']"
230916001417,Digicall Bangalore Hiring for Manager Operations,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
121016001483,Zone Sales Head - Direct & Lead Based - Leading MNC Life Insurance Co.,['Communication']
101016000179,BPO Domestic Voice Process Openings for Freshers with sal upto 19K,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
121016000889,Process Leader - Communication Coach_bangalore,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']"
200616004982,Content Writer,[]
81016901354,C# WPF UI Developer,"['C', 'SQL', 'Oracle']"
260116001329,Medical Coding - Heart & SOUL Together Forever - Whatsapp@ 09789004777,"['R', 'BPO']"
91016000878,Datawarehouse Architect (contractual Position),[]
51215002421,Test Automation Engineer,"['C', 'SQL', 'Communication']"
260716001481,Lead ASIC Design Engineer - DFT,[]
21016001060,"Regional Manager - Jobs, Bangalore / Bengaluru",['Operations']
190216007169,Fresher (java),['Java']
20516003848,"Immediate Openings for Recruiters (IT & Telecom, Analytics Domain)",['Communication']
121016001138,Rf/bts/dt Engineer/telecom/fresher/job/b.tech,['Communication']
101016900743,Software Quality Test Engineer - Premier Institute,"['Java', 'SQL', 'Oracle', 'Communication', 'HTML']"
110816007175,Program Manager (Non IT / Non Tech) - Customer Returns - Ecommerce MNC,['Communication']
101016002338,Urgently Required - Client Servicing Manager - Bangalore,"['English', 'Communication']"
10716001356,"Cipet,injection Moulding,plastic Production,plastic Injection Molding",[]
310516007218,"Android Developer,3.5yrs+,bangalore",[]
71016900630,Webmethods Developer with Rosettanet-c2h,['Oracle']
51016902700,Applications Developer - Java,"['Java', 'JavaScript', 'Angular', 'Call Center', 'Operations', 'Communication', 'Data Analysis', 'HTML']"
61016003895,Financial Planning and Analysis - RG1,"['Excel', 'Operations']"
71016001912,Urgent PR Opening in Bangalore with a PR Agency,[]
300116002580,An Excellent Opportunity for Aem/adobe CQ Developer/ Lead@bangalorer,['Java']
61016900764,PMO - Banking and Finance,['Communication']
71016002880,Manager - Corporate Sales with a Fin-tech,[]
71016901220,Regional Sales Manager - South,"['Excel', 'PowerPoint', 'Internet', 'English', 'Communication']"
51016006990,Big data Developers - Urgent Opening with Teksystems,"['Python', 'R', 'Hadoop', 'Operations', 'Apache Spark']"
51016007190,Data Scientist Partners for Start-up,"['Python', 'Java', 'R', 'Hadoop', 'Machine Learning', 'Apache Spark']"
71016900948,Linux Developer / Programmer,"['C', 'Communication']"
61016007708,Semi Voice Process Salary up to 30K Uk Shift Fixed Off Call Mohan,"['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
61016005780,Team Manager - Operations(customer Management )_bangalore,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']"
61016007717,Req. Obiee Developers For India,['Computer Vision']
71016900638,SAP Security Consultant- C2H,['Oracle']
61016900634,Sr. Software Engineer,"['Hadoop', 'Internet', 'Apache Spark']"
190816005210,Consultant - Impact Study/training Analysis,"['Data Entry', 'Data Collection']"
71016002045,Image Processing-bangalore-9900024951-chaitra,"['C', 'English', 'Machine Learning']"
210716009704,Team Lead Java ( Bangalore),"['Java', 'HTML', 'CSS', 'Node.js']"
61016006112,Hiring for Investment Banking Fraud Specialist,"['MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
71016900262,Team Lead- AM Testing Utility,[]
71016900175,Senior Associate,"['SQL', 'Excel', 'Customer Service', 'BPO', 'KPO', 'Operations', 'English', 'Communication', 'Machine Learning', 'AWS', 'Amazon EC2', 'Amazon S3']"
130516004024,Manual Testing_pune WORK Location(for Amdocs)_ Interview in Bangalore,"['SQL', 'Communication']"
71016900261,Associate -quality Control & Oversight,[]
71016900075,Network Technician Voice Ericsson Axe-810 BLR - J37128,"['Internet', 'Customer Service', 'Operations']"
71016001335,Senior Software Engineer,['Operations']
61016006670,Customer Service Advisor,"['Typing', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
230916002188,Marketing Executive - Medical Industry - Bangalore,"['C', 'English', 'Communication']"
61016007293,IT Recruiter,"['Excel', 'MS Office', 'PowerPoint', 'Internet', 'Operations', 'Communication']"
71016002452,Sales Executive Opening FOR AQUA Excel IN CPVC / UPVC Pipes,['Excel']
61016900386,Front End Developer,"['JavaScript', 'CSS', 'GitHub', 'Internet', 'Node.js', 'HTML']"
71016001008,Assistant Manager/ Manager Accounts Payable,"['Operations', 'Communication']"
51016902879,HANA Cloud Platform Senior Developer Job,"['Java', 'JavaScript', 'HTML', 'CSS', 'Git', 'Customer Service', 'Customer Support', 'Communication']"
170916001740,Vacancy for Fabelle Captain at ITC Windsor,"['Customer Service', 'Communication']"
71016000480,Country Manager - Ivory Coast | Pharma Industry,['Communication']
61016901863,Senior Dot Net Developer,"['C', 'SQL', 'MySQL', 'Redis']"
160316003050,Open Span Senior Developer / Lead,['Computer Vision']
71016000876,Walk-ins for Engineers in Telecommunication,['Communication']
71016004219,"SAP MM, Bangalore ,india",[]
71016900377,Scheduling ANL,['Operations']
71016003781,Technology Sales & Business Development - B2B,['Communication']
71016900468,Consultant Software Engineer,['Communication']
71016900382,Customer Support Voice (O),"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Operations']"
311015000683,Webmethods Production / Application Support with Admin,[]
71016002311,"Sales Engineer- Haryana, Pujab,(northern Region)",['Communication']
71016901114,Talent Acquistion Associate,['Internet']
20616901418,Clinical Data Co-ordinator,"['R', 'Data Entry']"
61016004689,Specialized Analytics Analyst - SAS + Modeling Experience,"['SQL', 'Oracle', 'Excel', 'PowerPoint', 'Customer Service', 'Communication']"
140716001057,An Urgent Requirement for As400 Developer,['JavaScript']
71016900463,Database Design_bfsi_technical Lead_blr,['Oracle']
170916004941,Dealer - Retail Broking,"['R', 'Operations']"
61016900723,Promis Developer,"['Java', 'SQL', 'Communication']"
170216007595,Opportunity for Business Continuity Pros in Bangalore,['Communication']
60916006960,"HR Recruiter - Non IT Industry (JP Nagar, Bangalore)","['Internet', 'Communication']"
210716009725,Java Developer ( Bangalore),"['Java', 'JavaScript', 'HTML', 'CSS', 'Oracle', 'Communication']"
71016901054,Android Developer,"['Java', 'AWS', 'Git', 'Internet']"
71016002666,Payroll Administrator / Payroll Associate,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
71016900849,Ms-office 365 Professional,['MS Office']
61016900384,Senior Software Developer,"['C', 'SQL', 'Internet', 'Communication']"
61016900644,Worksoft Testing Professional,[]
71016900752,Power Electronic Engineer,[]
71016004210,Cutting Manager (garments),"['English', 'Communication']"
80816003822,Customer Care Executive(inside Sales) - Day Shift.,"['Customer Service', 'BPO', 'Communication']"
71016901177,Consultant,"['C', 'Oracle', 'Communication']"
61016006520,Immediate Job Opening for Java Developer @ Bangalore,"['Java', 'JavaScript', 'MySQL', 'Oracle', 'BPO', 'Operations', 'Communication']"
71016900230,Associate-modeling Analytics,"['SQL', 'MS Office', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
190716008686,Executive Assistant/front Office Executive/receptionist,"['Excel', 'Data Entry', 'Data Collection']"
61016901132,SAP SD Consultant,[]
51016902697,Applications Developer- IND,"['Java', 'JavaScript', 'Angular', 'Call Center', 'Operations', 'Communication', 'Data Analysis', 'HTML']"
41016005861,UI Developer,"['JavaScript', 'HTML', 'CSS']"
71016004058,Hiring for (account Receivable)-bangalore,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
61016004570,Project Analyst - SAS + Reporting Exp,"['SQL', 'Tableau', 'Excel', 'Communication', 'Data Analysis']"
71016000642,Software Sales || CMMI Level IT top most Product Based org,[]
111215001184,Excellent Opportunity for UI Developer,"['JavaScript', 'HTML', 'CSS']"
61016004359,Senior Qlikview Developer Openings in Bangalore,"['Tableau', 'Computer Vision']"
61016901163,LTE Testing Engineer,[]
71016001637,Test Engineer,"['JavaScript', 'HTML', 'CSS', 'SQL', 'MySQL', 'English', 'Communication']"
141015004736,In Bangalore Chennai Hyderabad Hiring for Microsoft Dynamics Ax P,"['SQL', 'Communication']"
71016002318,Associate,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
